name
Addalachchenai 344/C
Addalachchenai Central
Thambuttegama North
Thambuttegama North 246/C
Thambuttegama North 347
Thambuttegama North 673
Thambuttegama North 847/B
Thambuttegama Pahala
Thambuttegama Pahala 345/C
Thambuttegama Pahala 801/C
Thambuttegama Pahala 862/B
Thambuttegama South
Thambuttegama South 742/C
Thambuttegama South 794/A
Thambuttegama South 836
Thambuttegama West 320/B
Thambuttegama West 920/C
Thampalakamam 398/A
Thampalakamam 783/A
Thampalakamam Central 796/C
Thampalakamam Central 923/A
Thampalakamam Central 967/A
Thampalakamam East 616/B
Thampalakamam East 742/B
Thampalakamam Ihala
Thampalakamam Ihala 365/B
Thampalakamam Ihala 914/C
Thampalakamam North 400/C
Thampalakamam North 560/C
Thampalakamam Pahala 18/C
Thampalakamam South
Thampalakamam South 359/B
Thampalakamam West 589/B
Thanamalvila 660/C
Thanamalvila Central
Thanamalvila Ihala
Thanamalvila Ihala 286/C
Thanamalvila Ihala 438/C
Thanamalvila Ihala 560/C
Thanamalvila Pahala
Thanamalvila Pahala 167/B
Thanamalvila Pahala 29
Thanamalvila South
Thanamalvila South 357
Thanamalvila West
Thanamalvila West 458
Thawalama
Thawalama 214/C
Thawalama 683
Thawalama 934/B
Thawalama Central 319
Thawalama Central 913/B
Thawalama East 138/A
Thawalama East 32
Thawalama East 475/B
Thawalama Ihala
Thawalama Ihala 650/B
Thawalama Ihala 745
Thawalama North 453/B
Thawalama North 761/B
Thawalama North 818/B
Thawalama Pahala
Thawalama Pahala 154/C
Thawalama Pahala 658/C
Thawalama South
Thawalama South 322/C
Thawalama South 66/B
Thawalama West
Thawalama West 285/B
Thawalama West 39
Thawalama West 414
Thawalama West 838
Thihagoda
Thihagoda Central 410
Thihagoda East
Thihagoda East 6/C
Thihagoda Ihala
Thihagoda Ihala 152
Thihagoda Ihala 193
Thihagoda Ihala 80/B
Thihagoda North 798/A
Thihagoda Pahala 102/C
Thihagoda Pahala 47/A
Thihagoda Pahala 580/A
Thihagoda South 871/A
Thihagoda West
Thihagoda West 316/C
Thihagoda West 632
Thirukkovil Central 263/B
Thirukkovil Central 525/B
Thirukkovil Central 620/B
Thirukkovil Central 982
Thirukkovil East
Thirukkovil East 222
Thirukkovil East 23/B
Thirukkovil Ihala
Thirukkovil North 344/A
Thirukkovil North 855/A
Thirukkovil Pahala 682/A
Thirukkovil Pahala 710
Thirukkovil South
Thirukkovil West
Thirukkovil West 125
Thirukkovil West 550/C
Thunukkai
Thunukkai Central 575/A
Thunukkai East
Thunukkai East 791/A
Thunukkai Ihala
Thunukkai Ihala 391
Thunukkai North
Thunukkai North 829/A
Thunukkai North 922/A
Thunukkai Pahala
Thunukkai Pahala 41
Thunukkai South 299
Thunukkai West
Thunukkai West 406/C
Thunukkai West 424/C
Thunukkai West 675/A
Thunukkai West 77/B
Tissamaharama 81
Tissamaharama Central
Tissamaharama Central 503/C
Tissamaharama Central 662/B
Tissamaharama East
Tissamaharama Ihala 54/B
Tissamaharama Ihala 550/C
Tissamaharama Ihala 703/B
Tissamaharama North 420/C
Tissamaharama North 567/C
Tissamaharama South 325/A
Tissamaharama South 657/B
Tissamaharama South 81/B
Tissamaharama West
Tissamaharama West 793
Tissamaharama West 831/B
Trincomalee 163
Trincomalee 321
Trincomalee Central
Trincomalee Central 481
Trincomalee Central 872
Trincomalee East
Trincomalee East 385/B
Trincomalee East 386/A
Trincomalee East 57/A
Trincomalee East 634/A
Trincomalee Ihala 557
Trincomalee North 892
Trincomalee Pahala 378/B
Trincomalee Pahala 714/C
Trincomalee Pahala 996/A
Trincomalee South
Trincomalee South 142/B
Trincomalee South 257
Trincomalee South 520/C
Trincomalee West 733/A
Trincomalee West 785/A
Udadeniya 187/C
Udadeniya 678/A
Udadeniya Central
Udadeniya East 150/A
Udadeniya East 549/A
Udadeniya East 881/B
Udadeniya North
Udadeniya North 413
Udadeniya Pahala
Udadeniya Pahala 39/A
Udadeniya Pahala 890/B
Udadeniya West
Udadeniya West 755/A
Udagala 119/C
Udagala 44/C
Udagala 625/A
Udagala Central 188/C
Udagala Central 512
Udagala East 463/C
Udagala East 842/A
Udagala East 981/B
Udagala Ihala
Udagala Ihala 879
Udagala Ihala 897/A
Udagala Pahala
Udagala Pahala 112/C
Udagala West 285/B
Udagama 896/B
Udagama 931
Udagama East 125/B
Udagama East 151/A
Udagama East 644/A
Udagama East 975/C
Udagama Ihala 926
Udagama North 155/C
Udagama North 600/C
Udagama North 926/B
Udagama Pahala
Udagama Pahala 818/C
Udagama South 596/A
Udagama South 700
Udagama South 724
Udagama South 99
Udagama West
Udagamuwa
Udagamuwa 319
Udagamuwa 983/B
Udagamuwa Central
Udagamuwa Central 406/A
Udagamuwa Central 496/B
Udagamuwa Central 520/C
Udagamuwa East 186/C
Udagamuwa Ihala 106/C
Udagamuwa Ihala 415/B
Udagamuwa North
Udagamuwa North 133/B
Udagamuwa North 852/C
Udagamuwa Pahala
Udagamuwa Pahala 34/B
Udagamuwa Pahala 761/C
Udagamuwa South 327/A
Udagamuwa South 775
Udagamuwa West 733
Udagedara
Udagedara 289/B
Udagedara 360/A
Udagedara 640/B
Udagedara Central 474/C
Udagedara Central 926/C
Udagedara Ihala
Udagedara North 670/B
Udagedara Pahala 399
Udagedara Pahala 821/A
Udagedara South
Udagedara South 617
Udagoda Central 135/B
Udagoda East 364/C
Udagoda East 684/B
Udagoda Ihala
Udagoda Ihala 903/B
Udagoda North 53/C
Udagoda Pahala 335
Udagoda Pahala 968/B
Udagoda South 874/C
Udagoda West
Udagoda West 478
Udahena Central
Udahena East
Udahena East 616/A
Udahena Ihala
Udahena Ihala 618/A
Udahena Ihala 663/A
Udahena Ihala 990
Udahena North 879
Udahena Pahala
Udahena Pahala 494/A
Udahena Pahala 698
Udahena South
Udahena West
Udahena West 393
Udahena West 56/C
Udahena West 726/C
Udahena West 789/C
Udakaduwa
Udakaduwa 327/B
Udakaduwa Central
Udakaduwa East 675/C
Udakaduwa Ihala
Udakaduwa South 136/B
Udakaduwa South 234/C
Udakaduwa South 325/A
Udakaduwa South 407/A
Udakanda 309/C
Udakanda 665/C
Udakanda Central
Udakanda East 456/B
Udakanda Ihala 741/A
Udakanda North 121
Udakanda North 542/B
Udakanda North 689/A
Udakanda Pahala
Udakanda Pahala 824
Udakanda South
Udakanda South 69/B
Udakanda West 383/A
Udakanda West 44/A
Udakanda West 5/B
Udakanda West 88
Udakumbura
Udakumbura Central
Udakumbura Central 42/C
Udakumbura Ihala
Udakumbura North
Udakumbura North 828/A
Udakumbura Pahala 897/C
Udakumbura South
Udakumbura South 170/C
Udakumbura West
Udakumbura West 532/B
Udakumbura West 638
Udamulla 390
Udamulla Central
Udamulla Central 166/C
Udamulla East
Udamulla Ihala
Udamulla Ihala 93/B
Udamulla North 422
Udamulla Pahala 346/B
Udamulla Pahala 826/A
Udamulla West 128/C
Udaoya 226
Udaoya Central 298/B
Udaoya Central 338/A
Udaoya Central 671
Udaoya Central 865/A
Udaoya East
Udaoya East 257/A
Udaoya East 724/A
Udaoya Ihala 957
Udaoya Pahala 837/B
Udaoya South
Udaoya South 646
Udaoya South 939/A
Udaoya West
Udaoya West 377
Udaoya West 859/B
Udapalatha 11/A
Udapalatha Central
Udapalatha Central 182/A
Udapalatha Central 924/B
Udapalatha East 463
Udapalatha Ihala
Udapalatha North 29/B
Udapalatha North 549
Udapalatha Pahala 439/B
Udapalatha South
Udapalatha West
Udapitiya
Udapitiya 403/A
Udapitiya 857/C
Udapitiya 970/A
Udapitiya Central 34/B
Udapitiya Central 838/C
Udapitiya East 360/B
Udapitiya East 605
Udapitiya Ihala 315/C
Udapitiya Ihala 607
Udapitiya North
Udapitiya North 221/C
Udapitiya North 368
Udapitiya North 430/B
Udapitiya Pahala
Udapitiya South 285/C
Udapitiya South 849/A
Udapitiya West 604/B
Udapura Central
Udapura East
Udapura Ihala
Udapura Ihala 163/C
Udapura Ihala 68
Udapura Pahala
Udapura South 109/B
Udapura West
Udatota 181/B
Udatota 906/B
Udatota Central 441/A
Udatota Central 554/C
Udatota East 236
Udatota North
Udatota North 202/B
Udatota North 460/B
Udatota North 815/C
Udatota North 827
Udatota Pahala 339
Udatota Pahala 508/B
Udatota West 631/B
Udawatta
Udawatta 934/C
Udawatta Ihala 515/C
Udawatta North
Udawatta North 294/C
Udawatta Pahala
Udawatta South 199/B
Udawatta South 681/C
Udawatta West 342
Udawela
Udawela Central
Udawela East
Udawela Ihala 36
Udawela Ihala 969
Udawela North 555/A
Udawela North 581/A
Udawela Pahala
Udawela Pahala 886
Udawela South 300/B
Udunuwara
Udunuwara 771/C
Udunuwara Central
Udunuwara Central 149/C
Udunuwara Central 346
Udunuwara Central 65/B
Udunuwara East 836/A
Udunuwara Ihala
Udunuwara Ihala 934/A
Udunuwara North
Udunuwara North 754/B
Udunuwara North 838
Udunuwara North 946/C
Udunuwara Pahala
Udunuwara Pahala 326/A
Udunuwara Pahala 38/B
Udunuwara Pahala 619/C
Udunuwara South 24
Udunuwara South 891/A
Udunuwara West 578
Udunuwara West 952/C
Uduvil 591/A
Uduvil Central
Uduvil Central 737/C
Uduvil Central 943
Uduvil Central 973/B
Uduvil East 313/B
Uduvil East 693
Uduvil East 932
Uduvil Ihala
Uduvil Ihala 283
Uduvil Ihala 296/C
Uduvil North 106
Uduvil North 36/A
Uduvil North 705/B
Uduvil Pahala
Uduvil Pahala 373/B
Uduvil Pahala 552
Uduvil Pahala 845/A
Uduvil South 113/C
Uduvil South 205/A
Uduvil West 162/A
Uduvil West 200
Uduvil West 288
Uhana 935
Uhana Central
Uhana Central 643/A
Uhana Central 747/A
Uhana Central 826
Uhana East
Uhana East 228/A
Uhana Ihala
Uhana Ihala 370/B
Uhana Ihala 905/A
Uhana Ihala 974/A
Uhana North
Uhana North 262
Uhana Pahala 244/B
Uhana Pahala 58/C
Uhana South 934/A
Uhana South 946/C
Uhana West 760
Ukuwela
Ukuwela Central 269/C
Ukuwela Central 670/B
Ukuwela Central 905/C
Ukuwela Central 992/B
Ukuwela East
Ukuwela East 126/B
Ukuwela East 361
Ukuwela East 96
Ukuwela East 99/C
Ukuwela Ihala
Ukuwela Ihala 238/B
Ukuwela Ihala 36/C
Ukuwela Ihala 463
Ukuwela North
Ukuwela North 844/C
Ukuwela Pahala 10/B
Ukuwela Pahala 138/B
Ukuwela Pahala 989
Ukuwela South 376/C
Ukuwela South 46/A
Ukuwela South 525/C
Ukuwela South 938/B
Ukuwela West 745/B
Uva Paranagama 133/B
Uva Paranagama 672/C
Uva Paranagama 676/C
Uva Paranagama 963
Uva Paranagama Central
Uva Paranagama East 501/B
Uva Paranagama East 758/C
Uva Paranagama Ihala
Uva Paranagama Ihala 301/C
Uva Paranagama Ihala 639/C
Uva Paranagama Ihala 83
Uva Paranagama North 303/A
Uva Paranagama North 419/C
Uva Paranagama North 978/B
Uva Paranagama Pahala
Uva Paranagama Pahala 735/B
Uva Paranagama South
Uva Paranagama South 129/C
Uva Paranagama West
Vavuniya 583
Vavuniya 930/A
Vavuniya Central
Vavuniya East 363/C
Vavuniya East 649/A
Vavuniya East 692/B
Vavuniya Ihala
Vavuniya Ihala 629/C
Vavuniya Ihala 855/B
Vavuniya North
Vavuniya North 348/A
Vavuniya North 373
Vavuniya North 923/C
Vavuniya North Central
Vavuniya North Central 811/A
Vavuniya North Ihala 313/A
Vavuniya North North
Vavuniya North North 340/C
Vavuniya North North 626
Vavuniya North Pahala 528/A
Vavuniya North Pahala 643/C
Vavuniya North Pahala 681/C
Vavuniya North South
Vavuniya North South 118/A
Vavuniya North South 294/A
Vavuniya North West 130/C
Vavuniya North West 418/A
Vavuniya North West 472/C
Vavuniya North West 495/A
Vavuniya Pahala
Vavuniya Pahala 276/C
Vavuniya Pahala 582/A
Vavuniya Pahala 834/C
Vavuniya South
Vavuniya South 292/B
Vavuniya South 299/A
Vavuniya South 390/B
Vavuniya South 575/C
Vavuniya South Central
Vavuniya South Central 863/B
Vavuniya South East
Vavuniya South Ihala 544/A
Vavuniya South North
Vavuniya South North 872/C
Vavuniya South South
Vavuniya South South 297/A
Vavuniya South South 576
Vavuniya South South 579
Vavuniya South South 698/A
Vavuniya South South 715/C
Vavuniya South West 771/C
Vavuniya West 191
Vavuniya West 21
Velanai 3/B
Velanai 625/B
Velanai 951/C
Velanai Central
Velanai Central 334/C
Velanai Central 369
Velanai Central 370/B
Velanai Central 640/A
Velanai Central 861
Velanai East
Velanai East 184/A
Velanai East 815
Velanai Ihala 633
Velanai North
Velanai North 370/C
Velanai North 723/B
Velanai Pahala
Velanai Pahala 265/A
Velanai Pahala 321/C
Velanai Pahala 393/C
Velanai Pahala 621/C
Velanai Pahala 632/C
Velanai South
Vengalacheddikulam
Vengalacheddikulam 352/C
Vengalacheddikulam 423/C
Vengalacheddikulam 668/B
Vengalacheddikulam Central
Vengalacheddikulam Central 251
Vengalacheddikulam Central 56/A
Vengalacheddikulam Central 916/C
Vengalacheddikulam Central 954
Vengalacheddikulam East
Vengalacheddikulam East 544/A
Vengalacheddikulam East 991/A
Vengalacheddikulam Ihala
Vengalacheddikulam Ihala 42/C
Vengalacheddikulam Ihala 439
Vengalacheddikulam Ihala 522/B
Vengalacheddikulam Ihala 652
Vengalacheddikulam Pahala
Vengalacheddikulam Pahala 328/A
Vengalacheddikulam Pahala 37/B
Vengalacheddikulam Pahala 38/A
Vengalacheddikulam Pahala 651/A
Vengalacheddikulam Pahala 885
Vengalacheddikulam South
Vengalacheddikulam South 932/C
Vengalacheddikulam West
Vengalacheddikulam West 952/A
Verugal
Verugal 144
Verugal 248/B
Verugal 476/C
Verugal Central
Verugal Central 234
Verugal East
Verugal East 506/B
Verugal Ihala
Verugal North
Verugal North 96/A
Verugal Pahala 769/C
Verugal Pahala 797/B
Verugal South
Verugal West
Verugal West 726/B
Verugal West 728/A
Walallawita
Walallawita 272/B
Walallawita Central
Walallawita East 104
Walallawita Ihala 165/B
Walallawita Pahala
Walallawita Pahala 265/A
Walallawita Pahala 339/A
Walallawita Pahala 867/C
Walallawita South 184/A
Walallawita South 572/A
Walallawita West
Walallawita West 79/B
Walallawita West 86/A
Walallawita West 920/C
Walapane
Walapane 42
Walapane Central
Walapane Central 15/C
Walapane Central 196/B
Walapane Central 323/C
Walapane Central 600/A
Walapane Ihala
Walapane Ihala 103/C
Walapane Ihala 755/B
Walapane North
Walapane North 594/A
Walapane North 887
Walapane Pahala
Walapane Pahala 737
Walapane Pahala 765/A
Walapane Pahala 829
Walapane Pahala 851
Walapane Pahala 94/C
Walapane South
Walapane South 358
Walapane West
Walapane West 729/A
Walapane West 751/C
Walideniya 224/A
Walideniya 563
Walideniya 875
Walideniya 940/B
Walideniya Central
Walideniya East
Walideniya East 52
Walideniya East 650/A
Walideniya East 868/A
Walideniya Ihala
Walideniya North
Walideniya North 821/C
Walideniya Pahala 268/A
Walideniya Pahala 303/C
Walideniya South
Walideniya South 133/B
Walideniya West
Walideniya West 340/C
Walideniya West 559/B
Waligala 1/A
Waligala 376/B
Waligala 771
Waligala 832/A
Waligala Central
Waligala Central 690
Waligala Central 903/C
Waligala East
Waligala East 258/A
Waligala East 766/B
Waligala Ihala
Waligala Ihala 402/B
Waligala North 113/B
Waligala North 191
Waligala Pahala 47
Waligala South 529/A
Waligala South 657/B
Waligala South 985/B
Waligala West 434/A
Waligama
Waligama 21/C
Waligama 640/B
Waligama Central
Waligama Central 630/B
Waligama East
Waligama East 975/B
Waligama Ihala 863
Waligama North 375/B
Waligama North 705/A
Waligama North 744/B
Waligama North 770/C
Waligama North 844/A
Waligama Pahala 245
Waligama South 523
Waligama South 707/C
Waligama West
Waligamuwa 733/C
Waligamuwa 994
Waligamuwa Central 311/A
Waligamuwa East
Waligamuwa East 112
Waligamuwa East 577/C
Waligamuwa Ihala 328
Waligamuwa Ihala 82/A
Waligamuwa North 390
Waligamuwa North 674/C
Waligamuwa North 686/A
Waligamuwa Pahala 403/A
Waligamuwa Pahala 473/C
Waligamuwa Pahala 688
Waligamuwa South
Waligamuwa South 212/C
Waligamuwa South 363/C
Waligamuwa South 550/B
Waligamuwa West 56/C
Waligamuwa West 751/B
Waligedara
Waligedara Central
Waligedara Central 193/C
Waligedara Central 297/C
Waligedara Central 363/B
Waligedara Central 597
Waligedara East 670
Waligedara Ihala
Waligedara Ihala 59/B
Waligedara Pahala
Waligedara South
Waligoda
Waligoda 294
Waligoda Central
Waligoda Central 451/C
Waligoda Central 757/B
Waligoda East
Waligoda Ihala
Waligoda Ihala 870/A
Waligoda North 745
Waligoda South
Waligoda South 349/A
Waligoda South 765
Walihena 133/C
Walihena 712/A
Walihena 892/A
Walihena Central
Walihena Ihala
Walihena Ihala 483/C
Walihena Ihala 554/A
Walihena North 470
Walihena North 684
Walihena North 685
Walihena Pahala 56/A
Walihena Pahala 973
Walihena South
Walihena South 28
Walihena South 667/B
Walihena West 452/B
Walihena West 74/C
Walikaduwa 489
Walikaduwa East 626/B
Walikaduwa Ihala 223
Walikaduwa North 613/A
Walikaduwa North 714/C
Walikaduwa Pahala
Walikaduwa Pahala 161/B
Walikaduwa South 336/B
Walikaduwa South 379/C
Walikaduwa West
Walikaduwa West 606/B
Walikaduwa West 94/B
Walikanda 22
Walikanda 601
Walikanda 846
Walikanda 938/C
Walikanda Central
Walikanda Central 252/B
Walikanda East
Walikanda East 35
Walikanda East 487/A
Walikanda Ihala
Walikanda Ihala 623
Walikanda North
Walikanda North 402/A
Walikanda Pahala
Walikanda Pahala 47/A
Walikanda Pahala 962/C
Walikanda South 33
Walikanda South 512/B
Walikanda West 560
Walikumbura 317/C
Walikumbura 70
Walikumbura 914/A
Walikumbura Central 662/A
Walikumbura Central 944/A
Walikumbura East
Walikumbura East 616
Walikumbura Ihala
Walikumbura Ihala 783/C
Walikumbura North 244/B
Walikumbura Pahala 691/A
Walikumbura South 394/A
Walikumbura West
Walikumbura West 736/A
Walimulla
Walimulla 520/B
Walimulla Central
Walimulla Central 937/A
Walimulla East
Walimulla Ihala 855/B
Walimulla North
Walimulla North 603/C
Walimulla North 819
Walimulla North 867
Walimulla Pahala 86/B
Walimulla South
Walimulla South 103
Walimulla South 834/C
Walimulla West 465
Walimulla West 898/B
Walioya 495/A
Walioya 933/B
Walioya Central 147
Walioya Central 649/C
Walioya Central 721/A
Walioya Central 79/A
Walioya East 119
Walioya Ihala 504/A
Walioya Ihala 56/C
Walioya Pahala 496/A
Walioya South
Walioya South 419
Walioya South 479/C
Walioya West
Walioya West 650/B
Walioya West 883/C
Walipitiya Central
Walipitiya East
Walipitiya Ihala
Walipitiya Ihala 19/A
Walipitiya Ihala 340/C
Walipitiya Ihala 452
Walipitiya Ihala 739/A
Walipitiya North
Walipitiya North 171
Walipitiya North 293/C
Walipitiya North 398
Walipitiya North 853/C
Walipitiya North 961/A
Walipitiya Pahala
Walipitiya West
Walipitiya West 106
Walipitiya West 477/A
Walipitiya West 85/C
Walipura 435/A
Walipura 646
Walipura 918
Walipura Central
Walipura Central 546/B
Walipura Central 701
Walipura East 974
Walipura Ihala
Walipura Ihala 433
Walipura Ihala 60/A
Walipura Pahala 428/A
Walipura Pahala 603/C
Walipura Pahala 721
Walipura South 58/A
Walipura West
Walipura West 434/B
Walitota 146/C
Walitota 306/B
Walitota 319/C
Walitota Central
Walitota East
Walitota East 46/A
Walitota Ihala 359
Walitota Ihala 792/B
Walitota North 153/A
Walitota North 59/A
Walitota Pahala 942/A
Walitota South 248
Walitota West
Waliwatta Central
Waliwatta Central 583
Waliwatta Central 628/B
Waliwatta East
Waliwatta Ihala
Waliwatta Ihala 11/A
Waliwatta Ihala 280
Waliwatta North
Waliwatta North 845/C
Waliwatta Pahala
Waliwatta South 782/A
Waliwatta West 267/A
Waliwela 911/B
Waliwela Central 56/B
Waliwela Central 746/A
Waliwela East 994/B
Waliwela Ihala 17/B
Waliwela Ihala 927
Waliwela North
Waliwela North 617/A
Waliwela South
Waliwela South 65/B
Waliwela South 812/B
Waliwela West
Waliwela West 275
Warakapola
Warakapola 121/B
Warakapola 284
Warakapola 716/A
Warakapola Central
Warakapola East 795
Warakapola Ihala
Warakapola Ihala 121/A
Warakapola Ihala 84/A
Warakapola North 933/C
Warakapola Pahala 587/B
Warakapola Pahala 750/B
Warakapola Pahala 906
Warakapola South 200
Warakapola West
Warakapola West 833/A
Wariyapola
Wariyapola Central 278/C
Wariyapola Central 593
Wariyapola Central 863
Wariyapola East 116
Wariyapola Ihala
Wariyapola Ihala 120/A
Wariyapola Ihala 251
Wariyapola Ihala 396/B
Wariyapola Ihala 707/C
Wariyapola Ihala 902/B
Wariyapola North
Wariyapola Pahala 360/B
Wariyapola Pahala 979/B
Wariyapola South
Wariyapola South 34
Wariyapola South 365/C
Wariyapola South 74/C
Wariyapola South 8/A
Wariyapola South 905/A
Wariyapola West
Wariyapola West 711/A
Wattala
Wattala 262/C
Wattala Central
Wattala East
Wattala East 531/A
Wattala East 623
Wattala East 959/C
Wattala North
Wattala Pahala
Wattala Pahala 120/B
Wattala Pahala 251/B
Wattala Pahala 687
Wattala Pahala 761/C
Wattala West 705/A
Weeraketiya 262/C
Weeraketiya 907/C
Weeraketiya Central
Weeraketiya Central 195/A
Weeraketiya Central 379/B
Weeraketiya Central 477/C
Weeraketiya East
Weeraketiya East 501/C
Weeraketiya Ihala
Weeraketiya Ihala 746/B
Weeraketiya Ihala 913/B
Weeraketiya North 184/A
Weeraketiya North 336/A
Weeraketiya North 544/C
Weeraketiya Pahala
Weeraketiya Pahala 752
Weeraketiya Pahala 979
Weeraketiya South 23/C
Weeraketiya West 583/C
Weeraketiya West 629
Weeraketiya West 836/C
Weeraketiya West 927/B
Weli Oya
Weli Oya 100
Weli Oya 354/B
Weli Oya Central
Weli Oya Central 149
Weli Oya Central 264
Weli Oya Central 818/C
Weli Oya East
Weli Oya Ihala
Weli Oya Ihala 271/C
Weli Oya North 690/C
Weli Oya Pahala
Weli Oya Pahala 180
Weli Oya South
Weli Oya South 333/A
Weli Oya South 354/A
Weli Oya West
Weli Oya West 765
Weli Oya West 777/C
Weli Oya West 783/A
Weligama
Weligama 455
Weligama 678/C
Weligama Central
Weligama Central 183/B
Weligama Central 400/A
Weligama East
Weligama East 388/B
Weligama East 547
Weligama Ihala
Weligama Ihala 596/B
Weligama North 344/C
Weligama North 956/B
Weligama Pahala
Weligama Pahala 249/A
Weligama Pahala 477/B
Weligama South
Weligama South 429/B
Weligama South 519/C
Weligama South 614/A
Weligama South 692/A
Weligama South 696/A
Weligama South 992
Weligama West 291/C
Welikanda 322/B
Welikanda Central
Welikanda Central 839
Welikanda East 218
Welikanda East 776/A
Welikanda East 957/A
Welikanda Ihala
Welikanda Ihala 411/B
Welikanda Ihala 451/C
Welikanda Ihala 470/B
Welikanda Ihala 763/B
Welikanda North
Welikanda North 227/B
Welikanda North 322/B
Welikanda North 859/B
Welikanda Pahala 373/B
Welikanda Pahala 393/A
Welikanda South
Welikanda South 670/C
Welikanda West 320/C
Welikanda West 326/B
Welikanda West 610/C
Welimada Central
Welimada Central 619/C
Welimada East 528/C
Welimada East 821/B
Welimada Ihala 41/C
Welimada Ihala 517/B
Welimada Ihala 834/B
Welimada North 20/A
